"filename", "language", "Vue", "JavaScript", "XML", "TypeScript", "TypeScript JSX", "SCSS", "JavaScript JSX", "comment", "blank", "total"
"c:\project\stepin-template-main\src\packages\icon\svg\arrowDown.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowDownBold.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowLeft.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowLeftBold.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowRight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowRightBold.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowUp.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowUpBold .svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\arrowUpBold.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\back.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\bottom.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\bottomLeft .svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\bottomRight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\calendar.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\cascader.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\cellphone.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\checkbox.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\circleClose.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\circleMinus.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\circlePlus.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\clear0.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\clear1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\collapse.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\copy.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\delete.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\divider.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\dividerLocationP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\dividerLocationP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\dividerLocationP3.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\doubleArrowLeft.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\doubleArrowRight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\drag.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\dragWidth.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\dropUp0.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\dropdown0.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\email.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\grid.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\horizontalLayoutP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\horizontalLayoutP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\horizontalLayoutP3.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\horizontalLayoutP4.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\horizontalLayoutP5.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\html.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\index.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\project\stepin-template-main\src\packages\icon\svg\input.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\label.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\labelStructureP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\labelStructureP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\labelStructureP3.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\language.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\lineThickness.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\location.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\minus.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\minusBold.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\move1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\numberButtonP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\numberButtonP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\numbers.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\plus.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\plusBold.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\preview.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\radio.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\radius.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\rating.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\redo.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\right.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\save.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\search.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\signature.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\slider.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\sort.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\spaceBottom.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\spaceLeft.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\spaceRight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\spaceTop.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\subform.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\project\stepin-template-main\src\packages\icon\svg\switch.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tabStyleP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tabStyleP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tabStyleP3.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\table.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableInsertCol.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableInsertRow.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableOperation.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP3.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP4.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP5.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP6.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP7.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tableStokeP8.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tabsLocationP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tabsLocationP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tabsLocationP3.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\tabsLocationP4.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\textarea.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\time.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\title.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\top.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\topLeft.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\topRight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\undo.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\upload.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\url.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\widthRatioP1.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\widthRatioP2.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\widthRatioP3.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\widthRatioP4.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\widthRatioP5.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\widthRatioP6.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\zoomIn.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\icon\svg\zoomOut.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\project\stepin-template-main\src\packages\layoutType.ts", "TypeScript", 0, 0, 0, 130, 0, 0, 0, 0, 16, 146
"c:\project\stepin-template-main\src\packages\region\Region.js", "JavaScript", 0, 72, 0, 0, 0, 0, 0, 0, 5, 77
"c:\project\stepin-template-main\src\packages\region\index.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\project\stepin-template-main\src\packages\region\index.vue", "Vue", 424, 0, 0, 0, 0, 0, 0, 5, 10, 439
"c:\project\stepin-template-main\src\packages\region\node.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 7, 58
"c:\project\stepin-template-main\src\packages\region\store.js", "JavaScript", 0, 131, 0, 0, 0, 0, 0, 8, 19, 158
"c:\project\stepin-template-main\src\packages\region\style\index.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 1, 1, 4
"c:\project\stepin-template-main\src\packages\theme\base.scss", "SCSS", 0, 0, 0, 0, 0, 45, 0, 0, 1, 46
"c:\project\stepin-template-main\src\packages\theme\ckeditor\index.scss", "SCSS", 0, 0, 0, 0, 0, 48, 0, 1, 1, 50
"c:\project\stepin-template-main\src\packages\theme\formEditor\Canves.scss", "SCSS", 0, 0, 0, 0, 0, 69, 0, 7, 1, 77
"c:\project\stepin-template-main\src\packages\theme\formEditor\CollapseLayout.scss", "SCSS", 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\project\stepin-template-main\src\packages\theme\formEditor\Config.scss", "SCSS", 0, 0, 0, 0, 0, 85, 0, 22, 1, 108
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigAllsides.scss", "SCSS", 0, 0, 0, 0, 0, 18, 0, 0, 1, 19
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigBackground.scss", "SCSS", 0, 0, 0, 0, 0, 87, 0, 4, 1, 92
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigBorder.scss", "SCSS", 0, 0, 0, 0, 0, 23, 0, 0, 1, 24
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigCheckboxComponent.scss", "SCSS", 0, 0, 0, 0, 0, 17, 0, 7, 1, 25
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigCollapseComponent.scss", "SCSS", 0, 0, 0, 0, 0, 23, 0, 28, 1, 52
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigData1.scss", "SCSS", 0, 0, 0, 0, 0, 54, 0, 0, 2, 56
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigData2.scss", "SCSS", 0, 0, 0, 0, 0, 71, 0, 11, 1, 83
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigData3.scss", "SCSS", 0, 0, 0, 0, 0, 33, 0, 3, 1, 37
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigGridLayoutComponent.scss", "SCSS", 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigLogicComponent.scss", "SCSS", 0, 0, 0, 0, 0, 65, 0, 0, 1, 66
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigSubformDefaultValueComponent.scss", "SCSS", 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"c:\project\stepin-template-main\src\packages\theme\formEditor\ConfigTypeComponent.scss", "SCSS", 0, 0, 0, 0, 0, 64, 0, 7, 1, 72
"c:\project\stepin-template-main\src\packages\theme\formEditor\DeviceSwitch.scss", "SCSS", 0, 0, 0, 0, 0, 26, 0, 29, 1, 56
"c:\project\stepin-template-main\src\packages\theme\formEditor\DragGableLayout.scss", "SCSS", 0, 0, 0, 0, 0, 17, 0, 3, 1, 21
"c:\project\stepin-template-main\src\packages\theme\formEditor\Fields.scss", "SCSS", 0, 0, 0, 0, 0, 67, 0, 0, 1, 68
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Cascader.scss", "SCSS", 0, 0, 0, 0, 0, 22, 0, 0, 1, 23
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Checkbox.scss", "SCSS", 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Date.scss", "SCSS", 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Divider.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 2, 1, 10
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Html.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 1, 1, 9
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Number.scss", "SCSS", 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Other.scss", "SCSS", 0, 0, 0, 0, 0, 14, 0, 0, 1, 15
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Radio.scss", "SCSS", 0, 0, 0, 0, 0, 12, 0, 0, 1, 13
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Region.scss", "SCSS", 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Select.scss", "SCSS", 0, 0, 0, 0, 0, 21, 0, 0, 1, 22
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Signature.scss", "SCSS", 0, 0, 0, 0, 0, 52, 0, 0, 1, 53
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Slider.scss", "SCSS", 0, 0, 0, 0, 0, 16, 0, 0, 1, 17
"c:\project\stepin-template-main\src\packages\theme\formEditor\FormTypes\Time.scss", "SCSS", 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\project\stepin-template-main\src\packages\theme\formEditor\GlobalConfigPanel.scss", "SCSS", 0, 0, 0, 0, 0, 90, 0, 12, 1, 103
"c:\project\stepin-template-main\src\packages\theme\formEditor\GridLayout.scss", "SCSS", 0, 0, 0, 0, 0, 5, 0, 1, 1, 7
"c:\project\stepin-template-main\src\packages\theme\formEditor\Icon.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\project\stepin-template-main\src\packages\theme\formEditor\IconFont.scss", "SCSS", 0, 0, 0, 0, 0, 143, 0, 0, 41, 184
"c:\project\stepin-template-main\src\packages\theme\formEditor\InlineLayout.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 1, 1, 9
"c:\project\stepin-template-main\src\packages\theme\formEditor\Main.scss", "SCSS", 0, 0, 0, 0, 0, 144, 0, 4, 1, 149
"c:\project\stepin-template-main\src\packages\theme\formEditor\PropsPanel.scss", "SCSS", 0, 0, 0, 0, 0, 31, 0, 0, 1, 32
"c:\project\stepin-template-main\src\packages\theme\formEditor\SelectElement.scss", "SCSS", 0, 0, 0, 0, 0, 79, 0, 12, 1, 92
"c:\project\stepin-template-main\src\packages\theme\formEditor\SubformLayout.scss", "SCSS", 0, 0, 0, 0, 0, 53, 0, 6, 1, 60
"c:\project\stepin-template-main\src\packages\theme\formEditor\TableLayout.scss", "SCSS", 0, 0, 0, 0, 0, 12, 0, 0, 1, 13
"c:\project\stepin-template-main\src\packages\theme\formEditor\TabsLayout.scss", "SCSS", 0, 0, 0, 0, 0, 9, 0, 3, 1, 13
"c:\project\stepin-template-main\src\packages\theme\formEditor\index.scss", "SCSS", 0, 0, 0, 0, 0, 41, 0, 0, 2, 43
"c:\project\stepin-template-main\src\packages\theme\icon.scss", "SCSS", 0, 0, 0, 0, 0, 18, 0, 0, 1, 19
"c:\project\stepin-template-main\src\packages\theme\region\Main.scss", "SCSS", 0, 0, 0, 0, 0, 104, 0, 2, 1, 107
"c:\project\stepin-template-main\src\packages\theme\region\index.scss", "SCSS", 0, 0, 0, 0, 0, 2, 0, 1, 1, 4
"c:\project\stepin-template-main\src\packages\type.ts", "TypeScript", 0, 0, 0, 88, 0, 0, 0, 1, 6, 95
"c:\project\stepin-template-main\src\packages\utils\Context.ts", "TypeScript", 0, 0, 0, 942, 0, 0, 0, 19, 2, 963
"c:\project\stepin-template-main\src\packages\utils\addContext.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 2, 0, 17
"c:\project\stepin-template-main\src\packages\utils\device.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\project\stepin-template-main\src\packages\utils\field copy.js", "JavaScript", 0, 264, 0, 0, 0, 0, 0, 2, 1, 267
"c:\project\stepin-template-main\src\packages\utils\field.ts", "TypeScript", 0, 0, 0, 271, 0, 0, 0, 5, 2, 278
"c:\project\stepin-template-main\src\packages\utils\fileData.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 1, 32
"c:\project\stepin-template-main\src\packages\utils\generateOptions.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 1, 27
"c:\project\stepin-template-main\src\packages\utils\index.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 16, 1, 44
"c:\project\stepin-template-main\src\packages\utils\logic.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 2, 49
"c:\project\stepin-template-main\src\packages\utils\nanoid.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\project\stepin-template-main\src\packages\utils\test.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"c:\project\stepin-template-main\src\packages\utils\utils.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 1, 28
"c:\project\stepin-template-main\src\packages\vueDraggable\core\componentBuilderHelper.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 6, 48
"c:\project\stepin-template-main\src\packages\vueDraggable\core\componentStructure.js", "JavaScript", 0, 60, 0, 0, 0, 0, 0, 0, 10, 70
"c:\project\stepin-template-main\src\packages\vueDraggable\core\renderHelper.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 6, 57
"c:\project\stepin-template-main\src\packages\vueDraggable\core\sortableEvents.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 4, 19
"c:\project\stepin-template-main\src\packages\vueDraggable\util\console.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\project\stepin-template-main\src\packages\vueDraggable\util\htmlHelper.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\project\stepin-template-main\src\packages\vueDraggable\util\string.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\project\stepin-template-main\src\packages\vueDraggable\util\tags.js", "JavaScript", 0, 134, 0, 0, 0, 0, 0, 0, 5, 139
"c:\project\stepin-template-main\src\packages\vueDraggable\vuedraggable.d.ts", "TypeScript", 0, 0, 0, 74, 0, 0, 0, 0, 1, 75
"c:\project\stepin-template-main\src\packages\vueDraggable\vuedraggable.ts", "TypeScript", 0, 0, 0, 287, 0, 0, 0, 11, 38, 336
"Total", "-", 5102, 1409, 115, 6333, 3393, 1769, 834, 2030, 679, 21664
